,MedHouseVal
3576,2.623
541,2.654
5491,3.659
18070,3.087
7574,2.18
3009,0.458
10972,1.86
17004,5.00001
9932,3.619
18065,2.846
14744,1.238
5289,3.375
13262,2.452
9105,1.546
17574,2.837
6617,3.005
17238,2.61
11018,2.73
20203,3.375
10051,3.505
8216,2.078
3349,0.476
4942,0.961
20100,2.295
14181,1.391
8712,2.547
5944,2.26
9747,2.401
10947,3.185
1869,1.368
17763,2.546
9052,1.485
9759,3.198
11385,2.857
4895,0.882
17211,1.93
17377,2.095
10242,3.653
17805,3.156
88,1.375
11397,2.956
7248,1.573
19821,0.661
7177,1.806
66,0.844
18874,2.164
5895,2.221
11335,2.392
20391,1.273
10856,1.519
14616,1.935
11878,0.983
11090,3.5
10783,1.167
19319,1.142
14210,0.225
3680,1.887
359,2.528
8089,2.46
14904,1.493
14971,1.083
7906,1.602
8499,2.75
12936,1.316
4986,1.265
13125,3.929
6971,1.666
7604,1.752
9912,2.25
5553,1.777
6508,3.594
3018,0.943
11151,1.839
13661,1.352
7920,1.729
5054,1.0
10768,1.926
15214,1.573
7396,1.718
14610,1.593
10196,2.971
15869,3.49
3599,1.76
8484,2.333
4189,4.956
10842,1.606
9136,1.044
17553,2.228
3072,0.594
8015,2.9
4249,1.0
7630,2.613
3983,3.927
169,0.975
18413,1.517
17536,0.875
9642,1.683
16555,1.781
12908,1.434
5243,5.00001
8682,4.468
5906,1.921
2681,0.743
10975,2.199
7097,1.588
20117,1.876
2053,0.667
20344,1.469
9620,1.561
17472,3.275
13519,0.845
7710,1.411
5564,1.74
16955,3.435
8036,1.478
17163,3.35
14860,1.496
15030,3.423
1284,0.964
13462,1.026
13678,1.402
4124,1.9
14049,1.618
12629,2.657
13580,1.6
17900,4.425
18069,2.77
4799,1.625
11578,2.141
899,1.97
12710,3.313
8247,5.00001
513,5.00001
13998,0.987
923,1.931
13820,1.336
13849,1.76
15072,5.00001
8146,1.159
1446,1.61
4562,2.25
1195,0.846
7368,1.651
11071,2.196
97,1.25
19812,0.745
14139,0.886
18049,2.397
6675,5.00001
17581,2.862
1011,1.792
8858,5.00001
17959,3.263
13454,0.974
2174,1.125
15255,2.47
11760,0.759
16722,2.75
20394,1.938
19882,0.583
15015,1.846
3733,1.784
3518,3.325
7302,1.642
3939,2.08
12901,1.287
7096,1.506
4670,5.00001
18882,1.188
1804,1.784
121,3.35
15099,2.962
10664,3.454
1026,1.292
9333,4.131
17559,2.314
13522,0.892
5135,1.013
5760,2.481
11049,1.857
8011,2.684
3414,1.431
19352,0.75
8702,5.00001
14469,1.72
12679,0.774
6933,2.243
2166,0.811
11030,1.585
351,0.955
9575,1.655
1821,2.39
19413,0.843
12815,1.954
19925,0.794
14606,1.467
1206,0.819
309,1.0
1881,1.266
872,2.145
8027,1.622
18495,2.567
1512,2.161
361,2.5
13365,1.258
2498,0.637
8966,5.00001
14454,1.625
2849,0.87
1382,2.054
795,1.76
11988,1.898
16772,5.00001
2298,1.437
12729,0.962
11552,2.346
4309,2.271
641,2.184
2670,0.808
17411,1.925
14861,1.695
2170,1.198
3374,2.156
1232,1.214
7679,2.265
17360,2.271
15588,4.5
9659,2.21
13800,0.478
5908,2.095
7958,2.203
4449,1.357
8267,1.243
11354,2.794
15798,2.409
6891,1.607
15880,5.00001
12147,0.857
14359,3.26
4814,0.981
16369,1.346
96,1.838
7704,1.676
11713,1.355
12438,1.035
9892,3.482
18899,1.644
18588,0.694
16013,4.224
19219,1.427
18867,1.268
4646,5.00001
16093,0.878
1980,0.504
4201,4.364
13111,2.368
3435,1.874
11897,1.41
14442,3.225
1607,0.734
7016,1.795
12843,1.733
6685,5.00001
458,5.00001
17332,3.167
15129,3.944
11382,2.375
14619,2.542
4766,1.135
6143,1.766
7311,1.69
18564,1.229
2629,0.771
45,1.823
4882,0.958
11118,1.708
3545,2.219
18471,1.909
745,1.535
4496,1.143
19393,0.584
18158,3.621
3062,2.164
5391,3.155
7806,2.438
10527,1.922
11665,2.037
15663,2.25
20355,1.485
12603,1.414
16846,4.438
8502,3.414
3266,0.65
11639,0.977
13878,0.798
19810,0.544
11664,2.296
3025,0.375
4657,4.111
4850,1.264
12689,1.1
9169,0.96
4607,3.5
13605,1.625
15814,2.52
10297,2.233
15658,2.5
2566,1.339
7327,1.026
13399,0.724
4294,3.158
18603,0.598
11534,2.182
8215,1.797
16853,3.222
12437,1.372
13969,3.0
13886,0.55
310,0.947
18484,3.553
19046,1.375
6900,1.692
274,2.53
15203,2.741
7695,1.738
10276,2.022
7289,1.815
14556,1.125
2303,1.431
19995,2.199
783,1.976
9286,5.00001
14462,2.082
14533,1.969
3277,0.759
6238,2.783
12988,1.38
19487,1.271
8786,5.00001
12030,1.376
5829,2.32
5071,1.496
2005,0.528
14435,2.719
4232,2.321
8625,2.671
1021,1.176
19445,0.865
3259,0.95
8896,3.328
13766,0.956
11175,1.797
2353,0.995
14781,1.284
7045,2.572
20348,3.1
5725,2.171
3964,2.403
14924,2.964
14256,4.667
19692,2.313
9106,2.852
14656,1.53
5434,3.72
10773,1.528
17540,1.604
1776,0.88
18639,0.934
9876,2.425
3407,1.568
6519,1.842
18550,0.582
14480,1.857
11139,2.319
6156,4.912
140,4.833
103,3.5
8566,4.421
12749,0.802
11152,2.407
16967,5.00001
2488,0.543
17208,1.582
8985,1.04
1525,2.88
16739,3.871
9792,1.421
729,1.828
5235,5.00001
8053,1.975
4340,3.521
4664,4.743
1330,1.344
11847,1.135
7856,2.46
297,1.079
436,1.388
9941,1.859
10999,1.791
9126,1.795
7391,1.522
10590,5.00001
15432,1.27
1481,1.82
14841,2.409
15033,1.929
9302,4.105
11472,1.925
16430,2.402
2998,1.235
6028,1.899
17730,2.324
3918,2.275
18662,0.729
6030,2.639
8697,5.00001
816,1.566
10612,1.868
19963,1.625
2876,0.507
7056,2.052
19535,0.946
9275,3.369
20096,4.233
5638,2.25
10108,1.9
11772,1.375
6428,1.83
18841,1.938
6261,2.154
8661,3.502
15273,2.946
7061,2.214
4325,5.00001
14002,1.029
5605,2.258
12884,1.453
6671,2.511
17941,3.962
3643,2.292
17827,3.149
8757,2.361
14033,1.351
17645,1.679
16236,1.077
9295,4.352
4901,1.108
6861,2.588
741,1.799
15703,3.689
3629,1.788
1211,0.922
15471,1.107
18396,2.813
6859,4.419
8755,2.889
18990,2.553
19230,1.312
13099,1.875
14001,0.973
1809,2.677
4853,1.148
7310,1.717
13456,0.991
7610,1.657
11024,2.627
11025,2.373
10771,1.813
18636,0.985
4998,1.089
3203,0.817
14222,1.958
10519,3.28
13769,0.933
8095,2.285
17583,2.099
3262,0.865
8704,5.00001
10759,2.184
5525,1.841
15804,2.503
4168,1.531
4485,1.276
10400,2.795
16472,1.582
14683,1.445
7370,1.653
14720,0.936
4493,1.516
17620,1.822
12738,0.913
6874,1.438
15994,5.00001
610,1.835
14558,0.675
8255,1.0
12351,0.734
20443,0.655
12694,0.676
4366,2.031
11865,1.487
11004,2.385
12226,0.884
11959,1.194
8311,1.477
213,1.247
9732,5.00001
10325,4.954
7230,1.089
16874,3.978
8047,1.375
15024,1.772
17615,1.821
8554,3.655
2830,0.945
7251,1.563
9407,0.769
16217,2.061
15003,2.021
1857,1.875
1732,1.294
11585,2.07
13848,2.265
19903,1.188
16234,1.176
10044,2.677
16701,2.804
5105,0.864
1108,0.953
18973,2.618
8437,2.37
4203,2.833
18625,0.987
6696,2.705
19819,0.511
11350,2.197
9409,0.715
4626,2.5
5011,1.958
9853,1.873
15930,3.184
768,1.938
236,1.22
12796,1.397
20244,3.494
4462,1.125
2411,0.547
7460,1.095
17669,1.5
9994,1.109
10339,2.19
10460,3.403
20067,2.205
4964,1.019
6700,2.853
16011,4.213
3698,2.225
11781,1.051
15684,4.9
6807,2.933
5056,1.07
615,2.19
6407,2.395
20398,2.75
18185,5.00001
18216,2.799
6002,1.296
15216,1.516
19386,0.813
11334,2.294
16786,2.583
19993,2.347
12600,1.042
10760,2.492
19782,0.684
6542,5.00001
20137,1.75
4197,2.542
18608,1.307
286,1.367
805,2.267
12762,1.127
7598,1.922
6609,1.731
564,2.667
1639,5.00001
17453,2.474
13700,0.704
8401,1.857
2401,0.633
17986,3.515
4027,4.474
5955,1.469
5961,1.272
12215,3.455
2054,0.684
186,1.079
11429,5.00001
15507,4.5
2807,0.635
4068,3.745
10835,1.774
14004,1.326
8084,2.344
7187,1.738
15223,1.507
8030,1.463
17328,2.683
3472,2.271
15082,2.941
17841,2.343
1449,2.105
8829,4.421
11039,1.686
9033,1.256
18225,4.734
18723,0.879
10584,1.983
14642,1.25
11511,2.404
16080,0.881
13486,0.683
3891,2.069
16879,3.91
2754,0.588
2370,1.076
12910,2.432
15690,2.625
14675,1.333
11237,1.842
2094,0.508
13963,1.205
14202,0.894
151,3.021
13219,0.857
2993,0.775
1282,0.938
18435,1.901
10970,1.685
3526,2.621
4267,1.75
7612,1.668
11813,1.489
6983,1.65
2489,0.63
4330,3.0
14472,1.733
1332,1.652
4208,4.987
9565,1.563
12642,1.645
3881,2.211
9139,0.944
18377,2.554
365,3.111
11421,5.00001
12981,1.402
13338,1.055
17081,4.156
13066,1.708
2694,1.25
12652,1.271
6851,2.432
8717,2.864
4584,2.306
15932,3.118
3243,0.989
8139,1.859
5264,5.00001
19159,1.325
19398,1.422
859,2.835
7104,1.819
18757,1.316
19403,0.815
16561,1.436
15467,0.588
8478,2.608
18401,1.964
16322,1.537
7544,1.207
964,3.372
8253,4.5
13705,0.925
12047,1.221
6926,3.138
12944,1.019
17843,2.429
9153,0.815
16946,2.728
18083,2.935
12835,2.216
3520,2.613
8792,5.00001
13251,1.754
12951,0.961
3826,2.514
1311,1.647
13154,1.63
19082,2.656
16831,3.428
1690,2.098
18937,2.049
1698,1.966
7966,2.158
4001,3.159
6405,2.754
10696,2.768
19180,1.729
4334,4.237
17011,5.00001
6042,1.807
18188,5.00001
17935,5.00001
18941,1.819
2331,0.889
17491,2.32
5087,1.404
12558,0.968
3246,0.736
5336,2.325
15856,3.5
5673,2.456
18684,0.632
11412,3.8
3005,0.579
8424,1.713
15095,2.383
8720,2.711
8512,5.00001
13088,1.31
14973,1.525
17250,1.214
15250,1.373
15177,1.854
10713,5.00001
19212,2.695
13121,1.235
12152,0.959
13320,1.058
11768,0.675
4081,5.00001
17630,2.099
13598,0.909
13827,1.104
2732,0.864
12725,1.012
10,2.815
4101,2.092
6336,3.625
5569,1.504
7482,1.032
6782,2.682
11916,1.988
15707,3.475
4230,5.00001
10436,2.885
7684,2.559
16491,2.078
4741,1.381
4973,1.93
12021,1.555
1100,1.413
5692,3.743
19041,1.932
1487,2.083
11377,2.714
14385,1.0
12348,0.949
16252,1.125
12187,1.463
16686,2.541
384,1.031
11009,2.25
11048,1.829
13836,1.655
6041,1.733
927,2.848
8710,3.089
8976,1.257
7041,2.104
7046,2.028
17601,1.601
2734,0.875
4,3.422
19534,0.962
15898,2.319
11646,2.165
12428,0.869
9226,3.109
14731,1.123
16075,0.608
13913,1.75
3652,1.652
20412,0.55
19286,1.609
2204,2.292
12398,1.118
13907,2.4
11674,1.392
14189,1.0
4038,3.349
18730,1.479
10690,4.411
6454,1.805
15457,1.729
7060,2.187
10399,2.169
18257,2.791
1664,1.471
3211,0.431
19130,1.65
6256,1.875
16335,0.911
3223,0.647
17889,4.459
17330,4.026
7655,2.698
9030,1.567
1071,1.303
5977,1.162
4273,2.616
12202,0.546
18419,1.607
4016,4.24
12149,0.876
15084,2.816
17597,1.337
10810,1.506
3298,0.973
6885,1.726
3425,1.538
17475,2.369
14869,1.254
9128,1.146
3088,0.635
5249,5.00001
5954,1.391
19507,0.971
9748,2.346
7817,2.397
5230,5.00001
12491,2.516
8652,3.547
9455,0.947
7315,1.661
1376,1.137
19071,1.903
764,1.621
8468,2.29
14527,2.416
2130,0.743
11745,0.835
15522,0.55
13142,2.029
1892,1.347
16301,2.045
5515,5.00001
6283,3.322
8019,1.985
588,1.958
7395,1.819
779,1.872
3557,2.64
20317,2.212
9697,1.091
17691,4.228
18676,0.646
2631,0.751
3618,1.846
18439,3.5
15294,1.36
18378,2.294
10974,1.945
19984,3.75
20386,2.007
866,3.183
8054,2.102
3913,2.993
15806,2.393
7743,1.66
131,3.926
8595,3.364
9203,2.556
265,1.6
15264,2.647
9687,2.107
1299,0.973
18800,1.298
20017,2.236
5550,1.28
13436,0.655
10775,1.555
12185,0.63
4054,3.761
10122,1.856
18888,1.285
6937,1.775
4881,1.074
11447,1.86
17747,2.341
5400,3.347
12402,1.567
10827,1.774
3894,2.454
10981,2.473
18017,2.438
15392,1.568
8768,2.25
17898,3.407
2685,0.675
19150,2.762
13571,0.933
5811,2.17
9850,1.381
10938,2.223
3543,2.484
2990,0.979
3289,0.582
5924,1.772
19991,2.308
16442,1.198
19593,0.633
16256,2.479
9666,1.324
12898,1.49
10378,2.488
8210,2.325
3330,0.4
15387,2.128
19089,1.354
10011,2.641
13301,0.992
6371,1.53
15995,4.833
223,2.171
4139,1.545
891,2.596
6280,2.84
18548,0.875
15326,2.478
6576,1.544
3900,2.351
18626,0.955
18238,3.614
17104,2.536
10479,0.675
6546,1.275
3400,1.648
14760,1.569
1713,2.125
7160,1.45
12132,1.279
10334,2.339
2154,0.681
1725,1.138
289,1.44
15184,1.85
12996,2.376
12604,1.366
15476,2.229
12909,1.466
14156,0.781
10306,1.848
9501,1.013
7271,1.321
5069,1.31
5074,1.318
2904,0.753
3265,0.668
14956,1.25
12706,0.675
11064,2.555
19979,2.276
6301,2.194
13244,1.58
10258,4.137
15224,3.59
8126,5.00001
15393,1.375
7004,1.519
13890,0.777
10501,1.625
10563,5.00001
3849,1.992
17324,4.322
14668,1.741
2315,0.722
7910,1.43
18144,5.00001
13472,0.706
13558,0.793
11019,1.862
11881,1.169
6474,1.542
15212,1.841
19879,0.525
9999,1.173
16453,1.115
7098,1.416
6300,2.738
7705,1.6
15000,1.478
12400,2.132
8207,2.663
3045,0.598
7550,1.365
3932,3.361
11739,1.413
17664,2.766
6771,2.06
13527,0.786
3968,4.09
12430,0.946
6976,1.601
18472,3.081
5541,2.683
3772,2.823
18616,0.668
2453,0.782
1737,0.939
9570,0.785
13408,1.038
6739,2.24
10240,4.543
13794,0.653
19078,2.557
11184,2.038
18095,3.525
17765,2.703
14942,1.042
7990,2.191
4751,1.278
18084,2.76
8736,4.183
8188,1.462
2067,0.542
13237,1.491
7846,2.865
15705,3.388
14896,1.582
16593,2.616
14320,1.875
10351,3.255
9274,3.201
9715,2.5
14361,2.778
9111,3.337
19504,1.107
7258,1.896
18386,2.424
14785,0.946
7649,2.941
13699,0.694
11612,1.24
8110,2.35
19559,0.727
15548,5.0
8900,3.391
12641,1.33
934,1.563
12887,1.668
17393,1.938
16856,4.173
19388,0.75
10154,1.55
6347,2.762
8604,5.00001
19736,0.77
13373,1.265
8155,1.167
18367,3.623
4206,4.333
15943,3.231
7442,0.926
13798,1.163
7262,1.727
4436,1.696
7914,1.614
8846,3.75
15753,2.118
12950,0.956
8390,2.37
9757,2.792
19473,1.458
12643,1.393
1914,1.201
16163,0.564
17831,3.295
8996,1.075
7367,1.455
19382,0.809
16311,0.995
14137,0.869
18011,3.447
825,1.688
8813,5.00001
1622,3.542
19680,0.58
6097,1.408
196,0.95
1931,3.006
17000,5.00001
1465,2.604
1133,0.705
7707,1.537
1873,1.185
12711,1.788
17037,3.558
8353,1.523
15371,2.403
2125,0.692
7224,1.167
9950,1.444
2493,0.719
308,1.201
18918,1.936
8348,1.422
13420,1.065
7214,1.232
9795,1.918
3002,0.521
2288,0.895
8576,4.345
14005,0.844
17212,1.577
13733,1.031
2836,0.929
4878,1.141
4676,4.409
413,2.92
12076,1.407
12531,0.834
8157,1.5
13716,1.019
11010,2.32
7057,2.029
5687,3.757
16995,5.00001
5543,2.353
11548,1.638
4675,3.85
1035,1.298
18798,1.072
7831,3.447
214,1.367
19789,1.292
4058,4.25
3114,1.417
6294,1.375
7898,1.61
19195,2.1
13400,0.706
9645,2.938
6460,1.831
2120,0.814
11849,1.045
15772,3.35
2297,1.742
10575,3.5
15546,4.667
20101,2.429
17466,3.514
4170,1.542
14086,1.33
16630,2.813
2043,0.883
12880,1.406
16251,1.55
793,1.821
19700,0.71
2397,0.73
10949,2.747
981,3.006
11452,2.219
15586,5.00001
12682,0.621
10021,1.625
9043,0.945
3719,2.415
6583,2.307
9657,2.453
15961,3.162
6770,2.356
583,2.386
2528,0.625
8043,1.418
6315,2.95
13191,1.443
1008,1.869
9055,1.381
3607,1.84
1014,2.642
202,1.125
1962,1.338
14839,1.813
10277,1.864
7220,1.154
3843,3.093
13083,1.073
2327,1.144
11617,1.469
10385,2.759
6148,1.767
14391,1.561
7954,2.181
2088,0.546
11601,2.406
3256,1.19
15440,3.202
1647,3.536
3639,1.813
654,1.817
2127,0.73
197,0.964
14089,1.655
8466,2.25
7106,1.344
14681,1.325
17468,3.467
16780,3.0
16479,2.788
16972,1.626
8923,3.97
18876,2.282
16212,1.335
13233,1.591
15459,1.482
9981,1.431
12656,1.504
19852,0.629
6310,1.48
1704,1.61
7127,1.469
4006,4.436
14051,1.676
2595,0.756
20122,4.5
10315,2.142
5578,1.642
15712,3.281
3767,2.214
16025,3.595
15934,3.147
1608,3.671
7923,1.563
11718,2.206
13555,1.516
18043,2.222
6397,4.265
5043,0.931
10689,2.531
2623,1.281
16729,2.731
532,2.153
1280,1.051
6606,1.556
18573,0.988
14006,0.932
7978,2.213
5184,0.902
11530,1.596
9764,2.171
8017,1.989
3196,0.672
18265,2.532
13171,1.141
13512,0.708
8525,4.227
9486,0.691
15759,1.938
14547,1.665
7731,1.608
20232,3.16
4094,1.75
6264,2.621
11629,1.635
14285,3.404
12734,0.892
7039,2.896
20026,2.146
15251,1.546
8063,1.542
20383,1.325
15363,1.539
10375,2.881
18581,0.859
1818,1.958
8279,1.56
14078,1.35
7033,1.899
8134,2.039
17802,2.478
15683,3.912
16434,1.214
16766,3.75
3071,0.946
14728,1.533
16296,1.781
6973,1.697
14987,1.585
4650,2.25
15909,2.393
3863,1.998
10498,2.738
14110,1.438
5209,5.00001
12580,1.543
10324,3.782
9180,0.48
219,1.438
19919,0.889
13996,1.018
380,1.094
10204,3.717
17132,3.404
16477,2.712
14778,0.962
3151,0.546
12235,0.81
14977,1.449
5030,1.129
3036,0.632
916,2.309
3096,0.832
1736,1.103
5666,2.639
20189,2.879
20082,1.435
7797,1.834
253,0.888
6701,2.146
12585,0.821
1645,2.854
1913,1.185
1565,3.246
7424,0.951
18078,2.906
15441,2.483
19783,1.081
8076,2.253
19428,1.805
18448,2.841
17504,2.047
16815,3.766
13925,1.5
17852,2.75
14567,2.606
7221,1.188
17282,1.507
11653,2.365
4810,1.355
9525,0.953
12046,1.0
11623,2.132
13311,2.077
4424,1.458
17837,2.125
2710,0.61
13895,5.00001
1312,1.085
3575,2.442
5695,3.681
2178,0.832
15975,2.863
11972,1.951
13031,0.962
11914,1.543
12463,0.927
3887,1.798
3417,1.433
13875,0.668
3721,1.929
1286,0.875
3850,2.241
10092,4.596
12573,1.089
14393,2.544
17820,2.277
17414,1.725
339,0.807
1895,1.097
16545,2.054
3238,0.439
5921,1.446
1418,0.875
6453,1.592
1721,1.329
16461,2.487
15577,1.175
2415,0.551
5559,1.691
5487,3.56
19298,1.851
3024,1.104
18397,1.125
6722,3.528
10344,2.82
18414,1.646
14800,1.669
9784,5.00001
13550,1.367
10036,1.37
19562,0.791
12036,1.309
17671,1.875
14369,5.00001
16276,0.769
17297,1.666
3799,2.104
6005,1.158
11663,2.476
3934,1.798
11767,0.894
6822,1.866
1960,1.317
7044,2.227
15333,2.449
4842,2.25
15429,1.143
15161,2.437
18957,2.671
6516,2.074
7275,1.56
2111,0.883
17022,5.00001
3083,0.819
8243,5.00001
18803,1.059
9329,4.635
2966,0.847
4526,2.75
4270,1.583
1753,1.341
20119,1.911
20268,1.941
6923,1.971
14325,3.074
10236,2.33
12594,0.896
18073,3.433
15768,2.708
9222,1.188
8012,2.54
2267,0.645
4062,3.714
9970,1.538
17106,2.375
4604,1.5
7957,2.091
16569,3.461
2472,0.863
6132,1.994
5312,5.00001
17755,2.699
7305,1.42
18251,2.388
14356,2.744
9259,2.688
19873,0.477
15215,0.877
18596,0.831
7858,1.897
10799,2.663
8568,5.00001
20285,2.644
19120,1.311
11777,0.878
20080,1.987
1965,1.0
11244,2.314
443,1.737
18878,1.115
11605,1.375
10455,1.73
19805,0.713
10596,3.737
9741,2.78
15248,1.712
5076,1.387
1793,1.868
20404,0.698
16198,1.308
12103,2.107
20051,1.653
18326,3.35
12674,0.668
8748,3.964
3998,2.16
19281,0.875
7454,0.895
14148,0.98
15266,4.192
19272,1.291
16010,3.984
19780,0.899
2640,1.067
3790,1.899
5968,1.161
16195,1.338
4252,1.75
4257,2.063
7863,1.946
18622,0.685
4532,1.313
10721,5.00001
12494,1.306
15792,2.672
8065,1.991
19686,0.602
8754,2.0
10169,2.992
13867,2.25
19299,1.994
19259,1.875
1722,1.1
1614,3.645
642,2.351
7709,1.594
3110,1.375
11178,2.114
1989,0.903
3924,1.609
6441,1.953
19939,1.375
18986,1.635
15370,2.558
14975,1.435
17156,2.51
10421,3.0
5004,1.667
2515,0.669
5506,2.878
10967,2.25
1134,1.218
15805,2.194
2318,0.525
3128,0.832
6432,1.918
2782,0.742
15912,2.289
12154,0.694
3606,1.825
11594,1.708
9617,1.481
6994,1.708
5679,5.00001
17014,5.00001
11864,3.141
1095,0.875
14563,1.795
17910,5.00001
14746,1.427
13492,0.915
563,2.866
9998,1.163
10396,2.881
3819,1.542
19713,0.938
3816,2.711
216,1.5
20021,2.034
7487,1.156
14134,1.118
15004,1.583
5912,2.094
155,4.103
4754,1.334
15297,1.219
1549,3.125
10443,3.547
19569,0.556
10777,2.664
4118,1.964
9236,3.422
15492,5.00001
19476,1.103
8195,1.375
14444,1.902
2945,0.85
4732,1.335
11546,3.439
13655,5.00001
14635,1.38
6481,1.993
7089,1.893
10163,1.144
3958,2.596
11307,2.88
15886,4.846
20354,3.265
8051,1.949
74,1.375
5328,2.077
2341,0.83
107,2.594
7150,1.425
10191,2.406
9988,1.792
10438,4.87
17899,3.478
11305,3.018
5614,2.939
16489,2.0
14,1.592
4272,2.625
3365,2.636
15642,5.00001
8177,1.375
19829,0.425
11645,2.394
5887,3.097
16136,0.638
9980,1.55
15256,2.733
6443,1.759
5240,5.00001
7353,1.588
2744,0.847
10793,1.653
7886,2.183
11863,1.137
6204,1.504
12192,0.912
18870,1.36
11063,2.19
16523,2.25
2929,0.787
17339,2.954
3347,0.851
4269,1.125
8415,1.578
12765,0.986
8580,4.795
19307,1.127
2620,0.921
10290,2.348
17550,1.831
17916,5.00001
17822,2.819
13768,1.02
5959,1.273
4484,1.363
19739,0.888
1678,1.98
16640,2.687
9978,1.443
13911,2.148
15358,1.726
2589,0.628
5995,0.943
12597,0.957
18795,0.989
1261,1.688
17052,2.909
4091,2.939
15314,2.537
19007,1.602
10015,2.157
20293,1.969
1550,3.458
17850,2.691
2647,0.768
10114,1.758
13905,2.438
18327,3.008
515,4.716
2803,0.519
2846,1.008
2201,0.679
20291,2.053
1209,1.161
10641,2.708
3366,3.169
6391,2.017
18854,1.26
525,2.157
14508,1.648
5566,1.587
17313,2.167
14758,1.5
16594,1.172
19817,0.697
15141,3.0
17586,2.356
13434,0.96
4911,1.223
8871,4.444
17380,1.625
8561,4.743
1833,2.349
11866,1.38
5326,5.00001
1304,1.453
16516,2.063
8025,2.099
14495,1.404
4763,1.347
9975,1.649
4771,1.341
18317,3.445
7586,1.14
15652,3.5
9522,1.382
16015,4.047
15606,2.875
3515,3.528
12678,0.498
3388,1.973
5313,5.00001
14318,2.417
9926,1.625
15073,2.557
11272,2.072
9173,1.012
534,2.927
17461,4.246
211,1.647
12964,0.913
9661,2.225
15888,5.00001
2340,0.606
1033,1.238
20306,2.186
9785,2.788
10781,2.45
3901,2.51
12271,3.417
8636,2.57
11253,1.375
18336,3.087
6777,2.01
20280,1.852
17341,1.125
13167,1.588
7517,1.194
4514,1.307
7983,2.005
17105,2.583
18072,2.647
4386,1.894
3427,1.637
13487,0.75
13569,2.239
9847,2.026
13966,1.75
1791,0.94
12010,1.016
8018,1.563
2865,0.58
175,1.286
19343,1.5
4440,1.565
19400,1.039
6819,1.842
18685,0.575
17576,2.242
20012,0.75
17779,2.871
2212,1.515
1218,1.331
17257,0.985
14870,1.206
12777,1.095
9871,1.304
16306,1.108
1084,0.779
3146,0.539
12514,1.583
9462,1.232
7718,1.597
10321,2.86
18494,2.132
17030,3.346
19406,1.278
5143,0.996
13449,0.597
8564,5.00001
16625,2.877
12744,0.842
1167,0.561
4453,0.938
318,0.818
13513,0.702
16220,1.053
7282,1.581
9348,5.00001
3756,2.215
9035,1.358
659,1.947
8066,1.875
13388,0.678
17908,5.00001
813,1.614
10948,2.705
6626,3.302
14402,1.512
15596,4.125
20243,3.929
1949,1.381
20437,0.708
15957,4.0
7784,1.509
8509,5.00001
11774,1.134
5704,3.212
14421,2.189
18642,0.658
2787,0.649
7116,1.161
6226,1.576
4296,3.048
18203,5.00001
7674,2.264
8492,3.638
10403,3.14
5300,3.5
8528,3.362
2000,0.621
19843,0.636
1046,1.185
3779,5.00001
16235,1.028
11926,1.246
17460,2.866
12414,1.212
16170,2.42
16146,0.603
11641,1.384
15064,4.0
14726,1.127
12572,1.063
1528,3.975
12251,0.948
10407,2.856
13064,2.079
16106,1.054
10318,1.818
11083,2.009
14213,1.875
5277,5.00001
16781,3.184
10336,2.04
6612,2.504
2768,0.44
12139,0.912
17006,4.728
9505,1.25
4925,1.25
285,1.353
9929,2.064
12269,2.321
5370,4.188
17694,3.679
6273,3.335
16135,0.622
14041,1.84
4015,5.00001
3933,1.835
5228,5.00001
717,1.909
8588,3.808
4839,0.388
3684,1.92
204,1.181
5378,5.00001
16273,0.997
3415,1.364
7809,1.655
11754,1.265
1600,3.944
17300,1.344
13803,0.656
10976,1.903
4909,1.563
10788,1.807
19064,2.133
6841,2.667
16084,0.5
8473,2.28
5717,1.898
13106,1.826
7770,1.474
15406,1.998
2722,0.681
9090,1.695
1521,3.068
3093,1.028
18889,1.548
14925,3.034
6295,1.075
10523,2.425
8787,5.00001
11525,1.931
15578,5.00001
6242,1.782
5416,2.357
5849,2.793
1786,0.915
18432,1.784
14747,1.347
14964,1.71
15210,0.917
1916,0.955
1055,0.899
2605,0.701
15194,1.508
5301,3.478
502,1.194
16727,3.184
10868,3.5
4634,1.688
14173,1.701
862,2.956
5574,1.547
11896,1.41
3544,2.218
19409,1.161
15575,5.00001
13252,1.036
10286,2.827
10880,1.896
15394,1.353
5051,0.93
3619,1.838
14298,2.417
11920,1.356
11259,1.743
11347,3.631
1665,1.557
8372,2.456
14561,1.665
18310,2.611
7149,1.375
5110,0.94
2633,0.948
2877,0.469
7873,1.368
11360,3.908
1644,1.812
7900,1.783
12565,1.031
11588,1.857
17568,5.00001
11755,0.83
4374,1.563
9869,2.167
5645,3.527
16644,3.197
19611,0.912
1042,1.142
5838,2.545
4177,2.089
6779,2.444
5396,5.00001
5501,4.566
153,3.147
9807,1.188
3931,2.349
3473,2.267
13362,1.126
17194,1.148
13498,0.888
8958,5.00001
13603,1.292
9824,1.53
4289,3.216
20207,4.234
10333,1.519
5203,5.00001
6641,5.00001
14192,0.815
5229,5.00001
4571,2.75
15979,2.757
4402,1.14
10414,2.943
3464,3.772
7253,1.547
13053,1.459
5853,3.15
14646,1.208
19289,1.105
217,1.388
10300,4.366
17166,0.621
7796,2.049
10208,2.728
11792,1.142
7924,1.75
5819,2.299
5649,3.369
10818,1.542
484,2.536
13370,0.881
17096,2.512
18438,3.158
17292,1.5
14352,5.00001
