,Unnamed: 0.1,Unnamed: 0,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc
8482,8482,8546,25.0,4.27,1.06,1371.0,3.31,33.89,-118.35,3.0833
17428,17428,17574,28.0,3.56,1.09,1666.0,2.84,37.32,-121.92,2.3633
19054,19054,19211,36.0,4.56,1.08,1087.0,2.28,38.46,-122.71,3.0444
19822,19822,19995,6.0,4.17,0.98,734.0,3.19,36.19,-119.35,1.0349
13196,13196,13301,39.0,5.35,1.03,1537.0,3.11,34.07,-117.63,3.4432
18217,18217,18369,43.0,6.12,1.24,570.0,2.28,37.16,-121.9,5.2366
7015,7015,7068,36.0,5.76,1.01,871.0,2.94,33.95,-118.02,4.6184
14916,14916,15039,35.0,6.61,0.99,881.0,2.75,32.77,-117.0,5.5
14740,14740,14859,38.0,3.94,1.1,494.0,2.12,32.64,-117.08,1.9241
15968,15968,16100,43.0,4.53,1.11,1332.0,2.39,37.76,-122.51,3.0465
7231,7231,7285,45.0,3.72,0.95,1288.0,4.93,33.98,-118.24,2.2054
18304,18304,18456,17.0,5.79,0.91,1226.0,3.11,37.23,-121.79,5.4193
4215,4215,4244,37.0,5.1,0.95,846.0,1.85,34.11,-118.33,8.2335
17647,17647,17796,37.0,7.16,1.1,1569.0,2.71,37.39,-121.82,6.1008
10821,10821,10905,15.0,3.35,1.17,1326.0,5.22,33.76,-117.86,2.8289
13076,13076,13180,4.0,6.16,1.1,4662.0,2.95,33.97,-117.74,5.6501
12115,12115,12211,5.0,8.76,1.36,510.0,2.82,33.48,-117.22,6.9136
5285,5285,5325,52.0,5.89,1.06,962.0,2.33,34.04,-118.43,5.8587
15728,15728,15859,52.0,4.72,1.07,712.0,1.79,37.76,-122.39,3.9722
19583,19583,19755,30.0,4.51,0.95,410.0,2.48,40.18,-122.21,2.1898
11414,11414,11505,15.0,5.39,1.7,785.0,1.65,33.75,-118.11,5.4011
12194,12194,12292,33.0,4.27,0.94,267.0,3.03,33.93,-116.98,2.1581
7029,7029,7082,35.0,5.36,0.95,807.0,3.27,33.94,-118.01,4.2708
20044,20044,20218,41.0,5.08,0.95,608.0,2.41,34.28,-119.24,4.4038
19944,19944,20118,22.0,5.16,0.98,517.0,2.61,37.92,-120.4,3.625
11023,11023,11113,25.0,4.33,1.23,507.0,1.78,33.85,-117.88,2.3173
3428,3428,3448,36.0,4.58,1.06,1502.0,4.81,34.25,-118.42,3.6292
14068,14068,14182,25.0,4.85,1.08,1947.0,3.52,32.71,-117.06,2.8964
8511,8511,8575,37.0,4.64,1.01,662.0,1.95,33.9,-118.42,5.308
4439,4439,4469,50.0,4.71,0.91,1093.0,3.28,34.09,-118.16,3.1442
19380,19380,19545,39.0,3.9,1.0,2047.0,3.38,37.63,-120.97,1.7054
11399,11399,11490,3.0,7.68,0.93,337.0,2.74,33.69,-118.01,11.5199
2246,2246,2259,35.0,5.01,1.0,933.0,2.61,36.78,-119.83,2.5223
15939,15939,16071,43.0,5.41,1.04,979.0,2.59,37.75,-122.49,3.9205
14218,14218,14334,27.0,2.76,1.04,653.0,1.45,32.72,-117.16,1.2668
10096,10096,10171,29.0,4.46,1.13,937.0,3.19,33.87,-117.98,3.8068
18945,18945,19101,20.0,4.77,1.04,826.0,2.09,38.25,-122.62,2.875
12882,12882,12985,32.0,6.42,1.08,1292.0,2.85,38.66,-121.3,3.3188
8944,8944,9010,23.0,4.98,0.98,117.0,2.85,34.08,-118.69,9.7646
3511,3511,3531,28.0,7.65,0.99,931.0,3.08,34.27,-118.54,6.7415
6070,6070,6119,42.0,4.83,1.09,1526.0,4.18,34.13,-117.92,2.8643
10470,10470,10549,4.0,4.37,1.11,1315.0,2.35,33.7,-117.77,3.7147
13377,13377,13486,26.0,7.1,1.03,1862.0,3.37,34.13,-117.35,3.7286
11689,11689,11783,13.0,4.87,1.11,1513.0,1.93,38.78,-121.23,2.0807
10815,10815,10899,24.0,4.1,0.95,910.0,2.13,33.74,-117.84,3.3611
3987,3987,4011,36.0,5.74,1.09,761.0,2.31,34.17,-118.59,5.4847
1369,1369,1370,40.0,6.5,1.05,761.0,2.75,38.02,-122.16,5.1265
17756,17756,17906,16.0,4.21,1.11,3150.0,2.63,37.36,-121.96,4.2837
870,870,871,3.0,5.09,1.04,7205.0,2.62,37.52,-122.07,6.0824
12324,12324,12424,20.0,3.59,1.0,1548.0,4.36,33.64,-116.11,2.0871
12971,12971,13075,19.0,5.12,0.98,1346.0,2.8,38.59,-121.29,3.6563
5789,5789,5835,43.0,5.36,0.97,1106.0,2.55,34.2,-118.33,4.3631
1302,1302,1303,24.0,4.19,1.08,1239.0,2.29,38.0,-121.85,2.0411
4917,4917,4951,41.0,5.2,1.07,727.0,3.62,34.02,-118.31,1.6667
9284,9284,9353,34.0,6.53,1.0,933.0,2.28,37.95,-122.56,6.1444
19804,19804,19977,20.0,18.79,5.26,658.0,2.66,35.82,-118.7,2.3937
5239,5239,5278,45.0,7.43,1.11,419.0,2.45,34.06,-118.47,7.6447
14095,14095,14209,7.0,5.5,1.01,7302.0,4.31,32.7,-117.04,4.419
2440,2440,2453,31.0,4.71,0.99,1042.0,2.47,36.52,-119.55,3.0294
7462,7462,7520,33.0,4.38,1.11,655.0,3.0,33.91,-118.26,2.5882
1500,1500,1502,29.0,6.51,1.04,341.0,2.56,37.95,-122.04,4.7188
11333,11333,11424,25.0,6.59,0.96,1645.0,3.31,33.71,-117.97,5.8195
17130,17130,17276,44.0,4.07,1.2,603.0,2.03,34.41,-119.69,2.6103
16839,16839,16979,37.0,5.14,0.96,1267.0,3.32,37.56,-122.3,4.7344
961,961,962,18.0,6.98,1.05,1700.0,3.27,37.68,-121.91,5.817
16288,16288,16424,44.0,5.17,1.01,1094.0,4.88,37.88,-121.38,2.6842
6781,6781,6832,52.0,5.1,1.03,980.0,3.48,34.08,-118.12,5.3032
2324,2324,2337,4.0,6.96,1.08,1024.0,3.32,36.83,-119.67,5.0864
19065,19065,19222,29.0,6.56,1.04,1012.0,2.29,38.46,-122.7,5.0415
11214,11214,11305,33.0,4.13,1.04,2235.0,3.11,33.77,-117.94,3.2591
13419,13419,13528,25.0,4.91,1.05,1650.0,2.9,34.17,-117.31,3.0078
15454,15454,15581,11.0,6.2,1.02,645.0,3.26,33.02,-116.84,5.6674
16671,16671,16810,32.0,4.21,1.06,2583.0,3.16,37.65,-122.41,3.5039
13195,13195,13300,38.0,5.11,1.05,1257.0,3.55,34.08,-117.63,3.8355
276,276,276,46.0,6.41,1.18,922.0,2.8,37.79,-122.18,3.9712
9862,9862,9935,4.0,4.24,1.06,455.0,1.83,38.27,-122.3,3.6389
7994,7994,8056,30.0,3.42,1.03,2678.0,2.59,33.85,-118.19,2.2417
20180,20180,20355,16.0,6.1,1.17,587.0,1.98,34.19,-118.96,1.9811
7114,7114,7168,43.0,3.87,0.97,416.0,3.47,34.06,-118.17,2.475
8059,8059,8122,43.0,3.26,1.07,2339.0,4.18,33.79,-118.19,1.6792
19021,19021,19178,14.0,5.59,1.09,2228.0,2.35,38.42,-122.66,4.023
3299,3299,3316,9.0,6.66,1.25,517.0,2.76,38.94,-122.69,3.125
7062,7062,7116,36.0,5.42,1.01,685.0,2.69,33.9,-118.01,5.125
20006,20006,20180,19.0,7.31,1.42,1195.0,2.7,34.32,-119.39,4.8472
5008,5008,5043,30.0,3.7,1.11,2739.0,3.26,33.98,-118.33,1.6531
19402,19402,19569,30.0,5.54,0.98,1804.0,3.07,37.6,-120.94,3.5331
15855,15855,15987,40.0,4.11,1.1,1675.0,1.95,37.76,-122.47,3.2083
9663,9663,9736,21.0,5.33,1.11,1306.0,3.04,36.77,-121.7,3.0347
5298,5298,5340,39.0,4.56,1.11,931.0,2.56,34.03,-118.45,3.7813
19674,19674,19846,23.0,5.58,1.07,1056.0,3.12,36.4,-119.1,3.2159
12119,12119,12215,4.0,7.01,1.14,13251.0,3.05,33.52,-117.12,4.5841
8306,8306,8370,40.0,3.88,0.97,1922.0,3.53,33.98,-118.34,3.163
1829,1829,1839,36.0,6.2,1.0,568.0,2.43,37.92,-122.29,6.0
17213,17213,17359,4.0,6.47,0.98,1678.0,2.95,34.88,-120.41,5.0639
4852,4852,4886,48.0,3.66,1.1,1859.0,4.65,34.02,-118.26,1.3134
9380,9380,9450,30.0,5.23,1.29,1500.0,3.62,37.75,-119.55,3.5391
8325,8325,8389,18.0,4.44,0.98,990.0,3.43,33.97,-118.36,4.0179
12617,12617,12718,36.0,8.73,1.11,362.0,2.53,38.6,-121.38,6.8469
6146,6146,6195,37.0,5.12,1.36,538.0,2.61,34.09,-117.89,2.4167
10647,10647,10729,20.0,6.11,1.09,1064.0,2.02,33.6,-117.87,6.6155
1801,1801,1811,28.0,4.88,1.03,2606.0,2.73,37.92,-122.32,3.2674
13470,13470,13579,52.0,5.58,1.19,968.0,2.91,34.13,-117.3,1.2034
15086,15086,15209,5.0,6.27,1.03,2565.0,2.84,33.01,-117.08,6.1949
8434,8434,8498,33.0,4.05,1.07,1072.0,2.03,33.89,-118.29,2.7428
5372,5372,5414,40.0,5.94,1.05,559.0,2.44,34.01,-118.45,6.3516
17430,17430,17576,5.0,4.71,1.15,1102.0,2.2,37.31,-121.94,5.2642
2760,2760,2774,2.0,6.0,1.12,30.0,1.88,33.26,-115.8,5.3374
11752,11752,11846,15.0,5.33,1.17,582.0,2.4,39.78,-120.57,2.1216
865,865,866,12.0,5.41,1.01,3436.0,3.25,37.57,-122.04,5.2879
16032,16032,16165,52.0,5.16,1.07,1312.0,2.47,37.77,-122.5,3.5833
18121,18121,18273,28.0,9.16,1.19,728.0,3.06,37.36,-122.08,8.2266
4488,4488,4518,36.0,3.4,1.03,2003.0,4.19,34.04,-118.2,2.181
6110,6110,6159,28.0,5.08,0.99,2330.0,4.18,34.08,-117.96,3.9741
4030,4030,4056,44.0,7.08,1.0,641.0,2.55,34.15,-118.44,10.0549
254,254,254,49.0,4.7,1.03,1621.0,3.36,37.77,-122.2,2.4338
7932,7932,7994,36.0,6.13,1.06,606.0,2.59,33.85,-118.15,4.1439
12393,12393,12493,52.0,4.42,1.04,176.0,1.78,38.57,-121.47,3.0217
15966,15966,16098,43.0,5.23,1.06,1247.0,2.75,37.75,-122.5,4.0985
4872,4872,4906,37.0,4.1,1.12,2824.0,4.72,34.01,-118.26,1.9074
6335,6335,6385,46.0,5.49,1.12,816.0,3.06,34.16,-118.06,3.6705
17943,17943,18095,21.0,5.85,0.99,933.0,2.66,37.33,-122.05,5.3167
19103,19103,19260,25.0,5.25,0.96,1296.0,2.52,38.45,-122.74,4.0798
8045,8045,8107,44.0,4.59,0.93,984.0,3.26,33.8,-118.21,4.25
17695,17695,17845,19.0,5.95,1.04,6810.0,3.34,37.42,-121.87,6.4419
17025,17025,17170,33.0,7.45,1.04,629.0,2.93,37.43,-122.27,15.0001
5097,5097,5133,46.0,4.01,1.09,1120.0,3.47,33.97,-118.26,1.7121
9369,9369,9439,16.0,5.89,1.31,762.0,2.69,37.34,-120.07,1.75
3385,3385,3404,34.0,6.31,1.04,1267.0,2.86,34.25,-118.35,6.1464
17990,17990,18142,31.0,6.5,0.97,627.0,2.82,37.34,-122.05,6.6087
14614,14614,14731,27.0,6.09,0.99,950.0,2.97,32.81,-117.02,4.0656
6140,6140,6189,27.0,4.92,1.07,1762.0,2.59,34.1,-117.89,2.9437
4756,4756,4790,45.0,4.45,1.06,928.0,2.47,34.02,-118.33,1.8783
625,625,626,36.0,5.08,1.03,1209.0,2.33,37.7,-122.18,4.0268
19096,19096,19253,28.0,6.31,1.08,1634.0,2.88,38.46,-122.81,4.745
5070,5070,5105,44.0,4.93,1.05,1095.0,3.47,33.95,-118.31,4.0043
7579,7579,7638,19.0,4.97,1.09,3993.0,2.83,33.81,-118.29,5.0532
20326,20326,20504,11.0,7.25,0.98,2526.0,3.36,34.29,-118.73,7.355
3638,3638,3658,35.0,4.97,1.03,1594.0,3.57,34.21,-118.41,4.0167
2449,2449,2462,29.0,4.65,0.92,1278.0,3.3,36.43,-119.69,1.7813
10039,10039,10113,31.0,5.15,0.99,1135.0,2.62,33.94,-117.95,4.45
9816,9816,9889,52.0,5.73,1.05,450.0,2.28,38.3,-122.3,3.3542
2544,2544,2558,30.0,5.1,1.09,1367.0,2.34,40.77,-124.19,2.442
11900,11900,11994,26.0,5.84,1.15,1921.0,3.83,33.94,-117.6,3.1859
16866,16866,17006,37.0,5.6,1.02,463.0,2.62,37.54,-122.28,5.1701
10152,10152,10227,32.0,4.06,1.09,835.0,2.16,33.87,-117.89,3.0465
11352,11352,11443,28.0,5.53,1.0,1891.0,3.36,33.72,-117.98,5.2655
5567,5567,5612,39.0,3.86,0.98,1450.0,3.95,33.79,-118.27,2.8462
10851,10851,10936,24.0,2.85,0.98,3171.0,6.29,33.74,-117.9,3.0833
19105,19105,19262,20.0,5.84,1.02,1711.0,3.42,38.44,-122.73,3.875
16896,16896,17038,40.0,5.31,1.02,1156.0,2.27,37.49,-122.25,4.6366
16160,16160,16294,44.0,5.07,1.09,1277.0,2.94,37.96,-121.23,1.5539
561,561,562,50.0,5.75,1.08,654.0,2.44,37.75,-122.23,3.9632
12588,12588,12689,17.0,5.3,1.0,2455.0,1.8,38.56,-121.41,5.1385
17988,17988,18140,34.0,6.53,0.98,1399.0,3.66,37.35,-122.05,7.3753
10601,10601,10682,24.0,6.34,1.04,712.0,2.14,33.53,-117.76,10.6349
20,20,20,40.0,4.52,1.11,409.0,2.46,37.85,-122.27,1.3578
17093,17093,17238,32.0,5.95,1.0,1316.0,2.45,34.44,-119.67,5.2888
12249,12249,12348,36.0,6.69,1.51,451.0,1.71,33.83,-116.56,2.6083
13477,13477,13586,47.0,4.8,1.19,1653.0,3.23,34.12,-117.28,1.3973
18725,18725,18878,13.0,5.04,1.1,2957.0,2.74,38.07,-122.24,2.6098
7977,7977,8039,36.0,6.01,0.99,1360.0,2.74,33.84,-118.15,4.8013
5355,5355,5397,45.0,5.71,1.01,637.0,2.88,34.03,-118.42,5.0866
16900,16900,17043,25.0,6.99,1.1,2626.0,2.5,37.49,-122.28,6.5475
450,450,451,30.0,3.45,1.03,862.0,2.03,37.87,-122.27,1.7778
1219,1219,1220,7.0,6.45,1.16,3175.0,2.85,38.12,-120.76,3.8488
15152,15152,15275,15.0,4.52,1.1,1371.0,1.86,33.05,-117.27,2.9083
9447,9447,9518,16.0,5.28,1.01,1232.0,2.52,39.15,-123.19,2.6012
15544,15544,15673,52.0,4.97,1.03,1029.0,1.78,37.8,-122.44,5.2539
9598,9598,9670,15.0,5.83,1.63,419.0,2.46,38.03,-118.98,3.5469
2687,2687,2701,33.0,5.46,1.08,825.0,3.3,32.85,-115.57,3.2396
4951,4951,4985,52.0,5.59,1.12,939.0,3.4,34.0,-118.31,1.6892
7746,7746,7805,42.0,5.64,1.05,708.0,3.47,33.89,-118.09,3.6875
2765,2765,2779,21.0,1.63,1.22,64.0,2.37,32.79,-114.65,0.8571
1824,1824,1834,40.0,4.87,1.05,1305.0,2.22,37.91,-122.3,3.6321
7059,7059,7113,36.0,6.22,1.1,670.0,3.03,33.89,-118.02,5.0839
14519,14519,14636,16.0,3.79,1.16,1235.0,1.81,32.8,-117.19,3.1304
13650,13650,13760,33.0,7.18,1.02,1760.0,2.76,34.03,-117.17,6.3308
9906,9906,9979,18.0,6.24,1.19,343.0,2.88,38.68,-122.27,3.1563
6651,6651,6701,25.0,3.61,1.03,1718.0,1.81,34.14,-118.12,3.1033
15162,15162,15285,29.0,6.53,1.01,1533.0,2.81,33.16,-117.33,4.0585
11640,11640,11734,18.0,4.73,1.03,2954.0,2.15,38.91,-121.06,2.5373
7568,7568,7627,26.0,5.84,0.89,701.0,3.73,33.86,-118.27,6.5799
11137,11137,11227,28.0,5.84,0.98,1500.0,3.01,33.8,-117.94,4.9429
2284,2284,2297,19.0,3.48,1.07,4638.0,3.47,36.81,-119.76,1.2716
1092,1092,1093,26.0,6.27,1.03,1217.0,2.78,39.71,-121.89,3.7007
9709,9709,9782,12.0,4.38,1.01,1971.0,3.93,36.24,-121.02,2.6801
19998,19998,20172,28.0,4.51,0.96,285.0,1.76,34.29,-119.17,3.2917
18255,18255,18407,20.0,6.92,1.11,1769.0,3.77,37.27,-121.81,5.9214
8599,8599,8663,40.0,6.07,1.13,1264.0,2.5,33.83,-118.38,5.1626
10535,10535,10614,5.0,6.26,0.98,1147.0,2.89,33.67,-117.8,8.284
15650,15650,15780,52.0,6.56,1.38,168.0,3.05,37.77,-122.41,3.2292
20376,20376,20556,17.0,3.84,1.08,1876.0,2.5,38.67,-121.79,1.951
7507,7507,7565,32.0,4.51,1.16,1639.0,4.36,33.89,-118.19,2.0357
5063,5063,5098,52.0,5.28,1.08,823.0,2.73,33.97,-118.31,3.2188
2598,2598,2612,23.0,4.29,0.99,1060.0,2.72,41.02,-124.16,2.1726
11285,11285,11376,24.0,5.44,1.07,3441.0,2.87,33.68,-117.96,4.25
11997,11997,12092,13.0,7.21,1.08,1985.0,3.0,33.81,-117.43,4.2273
4161,4161,4190,36.0,5.08,0.94,1371.0,2.43,34.11,-118.22,5.2083
6248,6248,6297,15.0,5.63,1.0,8997.0,3.6,34.02,-117.9,5.0704
3506,3506,3526,36.0,5.43,1.02,1001.0,2.39,34.27,-118.51,4.1042
16021,16021,16154,52.0,5.65,1.19,1508.0,2.93,37.78,-122.48,3.5865
4774,4774,4808,49.0,4.89,1.04,765.0,2.89,34.03,-118.34,3.4306
11691,11691,11785,5.0,7.75,1.04,4819.0,3.05,38.82,-121.24,5.4498
10850,10850,10935,25.0,4.28,0.86,1066.0,5.64,33.74,-117.9,4.7679
18721,18721,18874,37.0,5.52,1.03,2920.0,3.51,38.08,-122.22,3.436
7471,7471,7529,33.0,3.89,1.05,984.0,5.66,33.91,-118.23,2.5893
1652,1652,1658,18.0,7.34,1.03,986.0,2.85,37.95,-121.94,7.1978
12945,12945,13049,21.0,5.71,1.04,4674.0,2.73,38.59,-121.32,3.6817
8960,8960,9026,16.0,8.19,1.42,970.0,5.64,34.07,-118.86,8.0144
7890,7890,7952,33.0,4.67,1.12,1634.0,3.5,33.88,-118.16,3.0114
11223,11223,11314,32.0,4.98,1.02,2777.0,3.14,33.77,-117.96,4.1321
1628,1628,1633,20.0,6.33,0.87,31.0,2.07,37.88,-122.22,2.4444
20282,20282,20460,17.0,6.77,0.94,2734.0,3.36,34.29,-118.75,6.6073
951,951,952,15.0,6.67,1.06,2484.0,2.56,37.71,-121.94,5.0143
116,116,116,28.0,3.02,1.05,2558.0,1.54,37.83,-122.25,2.4234
5422,5422,5464,40.0,3.24,1.16,865.0,1.47,33.98,-118.51,2.3417
5957,5957,6003,27.0,7.16,1.13,2817.0,3.4,34.08,-117.77,6.0434
14574,14574,14691,32.0,6.37,1.08,635.0,2.55,32.8,-117.08,3.375
10328,10328,10405,6.0,10.56,2.37,213.0,4.95,33.69,-117.53,10.9704
7877,7877,7939,35.0,4.5,0.9,685.0,2.46,33.86,-118.11,4.2
6209,6209,6258,36.0,5.19,0.95,1149.0,4.05,34.05,-117.96,3.0904
17087,17087,17232,43.0,4.78,1.18,671.0,2.55,34.43,-119.69,2.875
7585,7585,7644,37.0,4.37,1.01,803.0,3.72,33.82,-118.27,5.2287
4558,4558,4589,52.0,2.17,1.06,2309.0,3.97,34.06,-118.28,1.6184
15241,15241,15365,15.0,7.2,1.06,1104.0,2.4,33.34,-117.19,6.1009
1230,1230,1231,17.0,6.02,1.43,661.0,2.64,38.35,-120.57,2.2604
3250,3250,3266,10.0,6.25,1.31,585.0,2.3,39.11,-122.89,2.2551
3312,3312,3329,12.0,8.55,1.72,1554.0,2.94,38.83,-122.74,3.3531
2556,2556,2570,27.0,5.33,1.06,1407.0,2.46,40.77,-124.14,2.9143
11716,11716,11810,15.0,6.38,1.06,2335.0,2.81,38.92,-121.07,4.515
17408,17408,17554,35.0,3.07,1.07,3120.0,2.9,37.33,-121.88,1.473
15019,15019,15142,18.0,5.6,0.99,1442.0,3.21,32.82,-116.89,5.0201
6610,6610,6660,28.0,3.46,1.03,739.0,2.29,34.15,-118.13,2.5903
15660,15660,15790,52.0,2.12,0.93,1061.0,15.6,37.77,-122.4,4.3958
4770,4770,4804,43.0,4.4,0.93,811.0,2.64,34.03,-118.37,3.3636
17462,17462,17608,36.0,6.23,1.01,623.0,2.79,37.29,-121.9,6.6331
19055,19055,19212,39.0,4.81,1.01,1223.0,2.15,38.45,-122.71,2.9663
16181,16181,16315,36.0,4.95,0.94,171.0,2.16,38.01,-121.32,2.7045
16562,16562,16701,16.0,5.02,1.05,1497.0,2.29,35.1,-120.6,2.6875
19506,19506,19677,27.0,4.94,0.88,195.0,2.87,39.15,-121.63,5.3946
1049,1049,1050,19.0,5.77,1.08,1252.0,2.21,38.36,-120.69,2.7236
5674,5674,5719,36.0,5.33,1.1,1232.0,2.62,34.22,-118.24,5.529
12354,12354,12454,34.0,4.54,1.11,3134.0,2.97,33.61,-114.59,2.1782
11400,11400,11491,13.0,4.67,1.05,1999.0,2.33,33.7,-117.99,4.625
505,505,506,35.0,4.52,1.01,1017.0,2.46,37.84,-122.29,2.2106
5950,5950,5996,36.0,5.09,0.98,1355.0,4.47,34.09,-117.73,3.5313
18708,18708,18861,5.0,5.63,1.04,4361.0,3.13,38.13,-122.19,4.9504
19729,19729,19902,29.0,4.36,0.99,1234.0,2.37,36.32,-119.28,1.9138
666,666,667,38.0,5.61,1.0,637.0,2.87,37.69,-122.15,3.6625
2314,2314,2327,19.0,4.66,1.04,557.0,1.57,36.81,-119.71,1.7969
17844,17844,17994,30.0,5.38,1.09,1794.0,2.83,37.3,-121.98,4.6312
17933,17933,18084,30.0,5.98,1.07,1440.0,2.84,37.32,-122.06,6.2182
16490,16490,16626,29.0,4.99,1.43,846.0,2.06,35.37,-120.89,1.65
6243,6243,6292,21.0,5.02,1.0,3394.0,3.12,34.0,-117.88,3.6308
12574,12574,12675,19.0,5.65,1.17,758.0,2.37,38.51,-121.39,2.0062
19109,19109,19267,17.0,4.64,1.01,1240.0,2.52,38.44,-122.74,3.5845
3341,3341,3360,19.0,5.74,1.07,2229.0,2.87,40.36,-120.71,3.5536
5879,5879,5925,14.0,6.78,1.08,3699.0,3.18,34.15,-117.8,5.5423
16374,16374,16510,7.0,5.42,1.03,3006.0,3.29,37.73,-121.16,3.4426
5807,5807,5853,47.0,5.34,0.96,1284.0,2.65,34.17,-118.32,5.1008
13692,13692,13803,35.0,5.97,1.32,688.0,2.69,34.28,-117.53,4.1083
1259,1259,1260,3.0,7.25,1.2,3578.0,2.81,38.0,-121.73,5.0016
1994,1994,2005,25.0,3.65,1.15,1343.0,2.85,36.74,-119.8,0.799
17951,17951,18103,25.0,5.94,1.05,1076.0,2.7,37.3,-122.04,6.9238
18488,18488,18640,29.0,4.32,1.02,1652.0,2.66,36.98,-121.98,3.075
12589,12589,12690,22.0,5.93,1.03,1701.0,2.06,38.57,-121.37,5.2449
12151,12151,12248,15.0,4.36,1.37,1094.0,1.66,33.75,-117.01,1.8015
17871,17871,18022,35.0,5.85,0.97,484.0,2.78,37.25,-121.96,6.1648
10393,10393,10471,4.0,6.84,1.38,1129.0,2.13,33.49,-117.72,5.7281
6079,6079,6128,18.0,4.73,1.08,121.0,4.65,34.11,-117.97,3.0417
4568,4568,4599,47.0,2.15,1.17,1406.0,4.58,34.05,-118.27,1.3169
17513,17513,17660,32.0,6.2,1.03,2002.0,2.88,37.28,-121.89,4.1645
6680,6680,6730,52.0,6.62,1.02,1153.0,2.79,34.11,-118.14,8.1124
4783,4783,4817,48.0,2.78,1.0,1945.0,3.99,34.04,-118.29,2.4359
14902,14902,15025,24.0,4.4,1.02,1005.0,1.91,32.77,-117.01,2.9
8362,8362,8426,24.0,3.53,1.09,2023.0,2.62,33.92,-118.35,2.75
18466,18466,18618,21.0,6.61,1.04,2014.0,2.86,37.03,-122.03,5.6233
17699,17699,17849,25.0,6.14,1.01,2685.0,3.72,37.42,-121.87,5.6965
16264,16264,16400,38.0,7.26,1.11,226.0,3.14,37.99,-121.23,5.5693
18950,18950,19106,7.0,5.61,1.0,3551.0,2.55,38.26,-122.63,4.6069
13332,13332,13441,31.0,5.96,1.04,1582.0,2.94,34.08,-117.43,4.263
8839,8839,8904,32.0,4.12,1.06,1310.0,1.86,34.04,-118.47,4.516
3812,3812,3835,27.0,4.83,1.04,1827.0,2.57,34.19,-118.43,4.125
13880,13880,13993,24.0,5.25,1.11,1551.0,2.97,34.89,-116.99,3.474
4288,4288,4317,50.0,4.11,1.02,1584.0,1.88,34.08,-118.34,3.1078
14152,14152,14268,39.0,2.44,0.98,620.0,3.83,32.69,-117.11,2.725
16052,16052,16185,9.0,3.49,1.25,575.0,2.98,37.95,-121.3,2.2024
7443,7443,7501,42.0,5.25,1.08,2105.0,3.33,33.92,-118.26,1.9809
7476,7476,7534,34.0,4.24,1.1,1215.0,4.86,33.91,-118.23,2.0804
20371,20371,20551,31.0,5.0,1.05,1579.0,3.1,38.69,-121.78,2.6774
19080,19080,19237,17.0,6.09,1.05,606.0,2.41,38.48,-122.6,6.6004
10785,10785,10869,16.0,4.44,1.06,835.0,2.46,33.7,-117.88,3.8029
12489,12489,12589,37.0,4.7,1.09,1261.0,2.95,38.52,-121.5,2.2574
4762,4762,4796,43.0,4.87,1.2,1510.0,3.46,34.03,-118.35,2.2273
2325,2325,2338,11.0,7.24,1.01,1110.0,3.27,36.83,-119.68,6.1133
17746,17746,17896,25.0,3.68,1.01,2267.0,2.4,37.36,-121.95,2.7727
414,414,414,52.0,5.37,0.97,1085.0,2.23,37.89,-122.28,4.125
11785,11785,11879,52.0,4.51,1.13,1167.0,2.32,33.98,-117.38,2.0284
6233,6233,6282,35.0,4.77,0.99,1285.0,4.17,34.03,-117.92,3.9219
13428,13428,13537,33.0,6.18,1.08,608.0,2.34,34.15,-117.3,4.3438
8952,8952,9018,7.0,5.95,1.1,9873.0,2.46,34.14,-118.72,5.4032
905,905,906,28.0,5.9,0.98,1772.0,3.43,37.54,-121.99,5.3283
11981,11981,12076,15.0,5.39,1.11,3823.0,2.7,33.87,-117.6,3.4419
234,234,234,28.0,4.7,1.14,1737.0,2.6,37.79,-122.19,2.9297
2177,2177,2188,24.0,5.24,1.13,1559.0,4.17,36.72,-120.05,1.8299
18978,18978,19134,26.0,5.65,1.01,801.0,2.75,38.31,-122.72,4.3906
4456,4456,4486,8.0,4.38,1.17,728.0,4.18,34.05,-118.2,2.4886
4199,4199,4228,24.0,3.58,1.09,1685.0,1.63,34.11,-118.29,2.3789
3490,3490,3510,32.0,5.19,0.99,1064.0,2.49,34.25,-118.46,3.6989
17287,17287,17433,25.0,4.0,1.13,896.0,3.66,34.65,-120.45,2.0
7486,7486,7544,35.0,4.25,1.09,1786.0,4.6,33.9,-118.22,1.4091
19685,19685,19857,20.0,5.67,1.17,1031.0,3.98,36.35,-119.42,1.6645
20000,20000,20174,21.0,5.76,0.84,142.0,3.16,34.31,-119.17,5.2681
13303,13303,13409,30.0,4.55,1.06,1796.0,3.57,34.1,-117.48,2.5833
8454,8454,8518,44.0,5.22,1.01,695.0,2.79,33.89,-118.32,5.1669
9347,9347,9417,42.0,5.23,1.08,2096.0,1.74,37.85,-122.48,6.4752
8647,8647,8711,36.0,6.35,1.05,683.0,3.12,33.85,-118.36,4.8906
19540,19540,19712,15.0,6.53,0.97,1159.0,2.85,39.15,-121.64,5.234
14684,14684,14802,36.0,5.08,1.04,1076.0,2.82,32.58,-117.16,3.3906
19237,19237,19398,37.0,4.93,1.01,1265.0,3.19,37.74,-120.93,2.3023
13409,13409,13518,14.0,5.2,1.06,3255.0,2.83,34.09,-117.35,2.5902
